[2026-09-11T12:47:49.199Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.118.woff2 → 200 (3ms, -815B)
[2026-09-11T12:47:49.199Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.117.woff2 → 200 (3ms, -815B)
[2026-09-11T12:47:49.199Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.116.woff2 → 200 (437ms, 71633B)
[2026-09-11T12:47:49.199Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.112.woff2 → 200 (3ms, -815B)
[2026-09-11T12:47:49.200Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.115.woff2 → 200 (424ms, 74441B)
[2026-09-11T12:47:49.200Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.113.woff2 → 200 (2ms, -815B)
[2026-09-11T12:47:49.200Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.111.woff2 → 200 (431ms, 74857B)
[2026-09-11T12:47:49.200Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.114.woff2 → 200 (2ms, -815B)
[2026-09-11T12:47:49.200Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.104.woff2 → 200 (431ms, 68845B)
[2026-09-11T12:47:49.200Z] GET https://fonts.gstatic.com/s/ibmplexsans/v23/zYXzKVElMYYaJe8bpLHnCwDKr932-G7dytD-Dmu1syxQKYbSB4ZhRNU.woff2 → 200 (371ms, 25897B)
[2026-09-11T12:47:49.200Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.109.woff2 → 200 (431ms, 72013B)
[2026-09-11T12:47:49.200Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.69.woff2 → 200 (415ms, 45116B)
[2026-09-11T12:47:49.200Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.108.woff2 → 200 (437ms, 72633B)
[2026-09-11T12:47:51.694Z] GET file:///Users/ruru/giloo-intro/index.html → 200 (1ms, ?B)
[2026-09-11T12:47:51.698Z] GET https://fonts.googleapis.com/css2?family=Newsreader:opsz,wght@6..72,300;6..72,400;6..72,500;6..72,600&family=IBM+Plex+Sans:wght@400;500;600;700&family=Noto+Sans+TC:wght@300;400;500&display=swap → pending (?ms, ?B)
[2026-09-11T12:47:51.699Z] GET file:///Users/ruru/giloo-intro/giloo-newsletter.png → 200 (4ms, ?B)
[2026-09-11T12:47:51.699Z] GET file:///Users/ruru/giloo-intro/giloo-notes2.png → 200 (4ms, ?B)
[2026-09-11T12:47:51.699Z] GET file:///Users/ruru/giloo-intro/giloo-judicial.png → pending (?ms, ?B)
[2026-09-11T12:47:51.699Z] GET file:///Users/ruru/giloo-intro/giloo-festival-montage.png → pending (?ms, ?B)
[2026-09-11T12:47:51.700Z] GET file:///Users/ruru/giloo-intro/giloo-watchparty2.png → pending (?ms, ?B)
[2026-09-11T12:47:51.700Z] GET file:///Users/ruru/giloo-intro/posters/kinmen.jpg → pending (?ms, ?B)
[2026-09-11T12:47:51.700Z] GET file:///Users/ruru/giloo-intro/posters/nineshots.jpg → pending (?ms, ?B)
[2026-09-11T12:47:51.700Z] GET file:///Users/ruru/giloo-intro/posters/blackbox.jpg → pending (?ms, ?B)
[2026-09-11T12:47:51.700Z] GET file:///Users/ruru/giloo-intro/giloo-belami-merch.png → pending (?ms, ?B)
[2026-09-11T12:47:51.703Z] GET file:///Users/ruru/giloo-intro/giloo-creator-profile.png → pending (?ms, ?B)
[2026-09-11T12:47:51.703Z] GET file:///Users/ruru/giloo-intro/giloo-creator-film.png → pending (?ms, ?B)
[2026-09-11T12:47:51.703Z] GET file:///Users/ruru/giloo-intro/giloo-creator-support.png → pending (?ms, ?B)
[2026-09-11T12:47:51.703Z] GET file:///Users/ruru/giloo-intro/giloo-partner-hero.jpg → pending (?ms, ?B)
[2026-09-11T12:47:51.711Z] GET https://fonts.gstatic.com/s/newsreader/v26/cY9AfjOCX1hbuyalUrK4397yjIJFJpc.woff2 → 200 (1ms, -816B)
[2026-09-11T12:47:51.711Z] GET https://fonts.gstatic.com/s/ibmplexsans/v23/zYXzKVElMYYaJe8bpLHnCwDKr932-G7dytD-Dmu1syxeKYbSB4Zh.woff2 → 200 (1ms, -815B)
